subflow_fwd_bytes,avg_fwd_segment_size,fwd_packet_length_max,fwd_act_data_packets,fwd_packet_length_mean,fwd_iat_std,fwd_packets_length_total,init_fwd_win_bytes,subflow_fwd_packets,fwd_header_length,record_id,event_time,label
11613,1935.5,10220,4,1935.5,3939855.2,11613,229,6,132,25cf72ed-57e1-4705-bec8-3de2495a3258,1749057104.0,0
24,6.0,6,3,6.0,5222882.0,24,256,4,80,185d0356-fa95-4bd2-83b0-59c5d073248d,1749057104.0,1
152,38.0,38,3,38.0,9760.684,152,-1,4,128,be80e009-0c54-42ba-b189-89afb9894afe,1749057104.0,0
26,8.666667,20,2,8.666667,455.37677,26,8192,3,72,6c9a776f-d42c-455a-bc16-646970d30ae2,1749057104.0,1
581,64.55556,342,8,64.55556,642904.56,581,29200,9,200,d16a9991-0e51-4273-9b40-8c7f34582945,1749057104.0,0
24,6.0,6,3,6.0,1634825.1,24,256,4,80,50dc5cf5-394c-4e79-9e51-de46ff0040ec,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,374,2,64,ca42fa11-998f-4d46-8a31-cfdfa4c30726,1749057104.0,0
43,14.333333,31,2,14.333333,14713.478,43,258,3,60,d041184c-bc8b-4aff-9d7a-ef265427a558,1749057104.0,0
123,24.6,46,2,24.6,2117594.8,123,332,5,160,c6f9e8bf-394b-4416-aae0-036c79d40da9,1749057104.0,0
11613,1659.0,4380,5,1659.0,29000000.0,11613,229,7,152,cc1d69a2-7927-4658-8f04-7a100e3a76cd,1749057104.0,0
627,78.375,342,7,78.375,1783613.8,627,8192,8,172,369a876c-57f0-4d62-bf82-1bef94dcc17e,1749057104.0,0
26,8.666667,20,2,8.666667,294.15643,26,8192,3,72,e09ca377-db6b-424f-ba51-dbd4a67720a5,1749057104.0,1
30,6.0,6,4,6.0,5029224.5,30,256,5,100,bcf59695-97a3-4625-92ec-b69ad16f1470,1749057104.0,1
26,8.666667,20,2,8.666667,448.3057,26,8192,3,72,148e4cb8-3439-420d-a580-8ef896f179bf,1749057104.0,1
24,6.0,6,3,6.0,6097784.0,24,256,4,80,7793e172-c512-4335-bd34-9b7822c5d9bf,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,30016,2,64,efda287b-864e-46a2-be24-ba175f0ba788,1749057104.0,0
106,53.0,53,1,53.0,0.0,106,-1,2,40,362dd210-5cc1-41a9-94a0-e83ee7bb2006,1749057104.0,0
26,8.666667,20,2,8.666667,11549.175,26,8192,3,72,cf2daabe-4e34-4b80-8e89-9feb7445fc81,1749057104.0,1
30,6.0,6,4,6.0,1896296.2,30,256,5,100,a680cd93-dbf0-4a82-ac2f-b6c0d4394702,1749057104.0,1
24,6.0,6,3,6.0,689327.6,24,256,4,80,f97d12e3-3be2-427e-b3cb-035f31d81e53,1749057104.0,1
26,8.666667,20,2,8.666667,32643.584,26,8192,3,72,f74d8eef-cae8-415b-b832-170361417e1c,1749057104.0,1
24,6.0,6,3,6.0,4125445.8,24,256,4,80,05ed0682-4a9f-4320-a532-ee2ad4352612,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,cd1ba85b-15b0-422c-8a93-97bf523208d0,1749057104.0,0
26,8.666667,20,2,8.666667,680.2367,26,8192,3,72,be5c11f2-6521-424b-ba17-1374fbd543c1,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,124,1,32,9c426414-2fc7-40e4-9e14-2288fe721c01,1749057104.0,0
30,6.0,6,4,6.0,2075263.9,30,256,5,100,ddd8b6f4-8ec6-4339-ba72-dfa9336b62d3,1749057104.0,1
26,8.666667,20,2,8.666667,567.0996,26,8192,3,72,19cc652c-a8cf-4f51-8365-e5ad331f6e91,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,245,1,20,69e92d97-1a70-4509-97bb-2ed74b5bf72b,1749057104.0,0
26,8.666667,20,2,8.666667,16965.613,26,8192,3,72,a90f4eb4-094a-4fe8-b641-2a1527974062,1749057104.0,1
1344,79.05882,709,4,79.05882,3416755.2,1344,29200,17,552,b54e8cf1-e665-48ad-a2fa-d7386203ba45,1749057104.0,0
26,8.666667,20,2,8.666667,26339.02,26,8192,3,72,20e31f91-484b-47b5-965b-84b1747d0104,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,256,1,20,b55a6b12-5891-4459-aa38-75ba35b0b5d9,1749057104.0,0
26,8.666667,20,2,8.666667,427.0925,26,8192,3,72,624fe6b2-daae-4df6-b480-cd5cb328ed12,1749057104.0,1
144,36.0,36,3,36.0,17678.191,144,-1,4,80,a3b67cdb-844e-4403-9f8c-ef59ed143609,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,57800ed4-efcd-4b02-814e-83d23085f6de,1749057104.0,0
24,6.0,6,3,6.0,5808863.5,24,256,4,80,6d68d6e9-8de4-4c8d-8a34-ed4bb5f542c6,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,37,2,40,c961deba-1832-4180-894f-5dab5c1922d9,1749057104.0,0
11601,1933.5,7300,4,1933.5,266034.1,11601,8192,6,144,6e22ea33-10eb-49eb-a961-54fbe1506d02,1749057104.0,0
56,7.0,20,6,7.0,33100000.0,56,256,8,172,e91a7d39-e018-4ad2-a0d5-47c1c898018e,1749057104.0,1
1344,74.666664,709,4,74.666664,3304389.2,1344,29200,18,584,6fafbc03-173e-43a5-98ae-bf956cfd52d7,1749057104.0,0
51,51.0,51,0,51.0,0.0,51,-1,1,20,6989fc1a-7a4c-4b3d-b2f0-df30fee1ff7d,1749057104.0,0
26,8.666667,20,2,8.666667,2219.6082,26,8192,3,72,f4c1afbb-57aa-45dc-ba02-700268f8f6e3,1749057104.0,1
30,6.0,6,4,6.0,2915636.0,30,256,5,100,ff39fd68-43db-457d-919e-6e3906978889,1749057104.0,1
26,8.666667,20,2,8.666667,444.77017,26,8192,3,72,11cead8c-d2e8-4556-a10a-5245a1b50f88,1749057104.0,1
24,6.0,6,3,6.0,6110419.5,24,256,4,80,1b64e861-7e86-4c43-a2a7-e372c5013cfd,1749057104.0,1
11613,1659.0,5840,5,1659.0,39800000.0,11613,229,7,152,9a88c51b-9f45-42d5-a3e7-a5bc3af92461,1749057104.0,0
24,6.0,6,3,6.0,6842731.5,24,256,4,80,17c2ba0c-9649-42fe-b349-e583192c1062,1749057104.0,1
24,6.0,6,3,6.0,2703671.8,24,256,4,80,92820198-6c6f-4121-b90a-a2d0f7557efc,1749057104.0,1
30,6.0,6,4,6.0,5002368.5,30,256,5,100,e6b09323-d869-44fc-826c-b6994d40bec7,1749057104.0,1
11607,1450.875,4380,6,1450.875,27900000.0,11607,229,8,172,ac7f4d9f-eb44-4a1d-b560-bef256a35ad8,1749057104.0,0
26,8.666667,20,2,8.666667,9907.273,26,8192,3,72,547ebe20-3c2e-4fe9-8092-2f2c68a0faf9,1749057104.0,1
26,8.666667,20,2,8.666667,15550.692,26,8192,3,72,3d83624b-7e38-480b-bb80-34b90c133b1f,1749057104.0,1
56,7.0,20,6,7.0,29600000.0,56,256,8,172,5dc74744-85b6-488d-a0be-fc668e24b13d,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,89517a15-35c4-46dd-8ad8-98650a6d57e2,1749057104.0,0
56,7.0,20,6,7.0,26400000.0,56,256,8,172,58f01c5c-9d1b-4af0-9895-15c429100ee4,1749057104.0,1
26,8.666667,20,2,8.666667,412.24326,26,8192,3,72,5f8d8f54-0a6c-4662-9f06-d3f871170952,1749057104.0,1
30,6.0,6,4,6.0,729328.8,30,256,5,100,0e2cd1f8-8946-4e8e-898d-6e758eac0722,1749057104.0,1
30,6.0,6,4,6.0,5892542.5,30,256,5,100,085d5525-64b9-4d2b-8331-60871fdd011f,1749057104.0,1
26,8.666667,20,2,8.666667,4784.2847,26,8192,3,72,579ad499-aa6e-44c4-bb3b-04905b4759ad,1749057104.0,1
24,6.0,6,3,6.0,3166438.5,24,256,4,80,d2d0ce31-4e71-4dcb-8749-aad8725c6971,1749057104.0,1
8726,70.370964,313,123,70.370964,2305006.2,8726,739,124,2480,1adaf1fa-6444-4bd4-a187-40552d9c796e,1749057104.0,0
1253,125.3,661,3,125.3,5007429.5,1253,29200,10,328,93f2cc85-8c46-4804-839c-09e438b2b5db,1749057104.0,0
83,27.666666,46,2,27.666666,120.20815,83,456,3,60,10edd68f-0a18-4640-8474-d4404b3dc44b,1749057104.0,0
66,33.0,33,1,33.0,0.0,66,-1,2,40,a7328491-f1f0-4246-93dc-2c9cdf7e54c2,1749057104.0,0
56,7.0,20,6,7.0,27100000.0,56,256,8,172,f04b126d-554f-46f9-bfb1-33c11be30dc5,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,a6da167c-df62-40d4-abc9-b292b77d400b,1749057104.0,0
56,7.0,20,6,7.0,31300000.0,56,256,8,172,77858ea5-0d8c-473d-9d23-b03e5107d3d1,1749057104.0,1
96,48.0,48,1,48.0,0.0,96,-1,2,64,0e50fb22-dc9f-4402-86e8-ff1643045724,1749057104.0,0
26,8.666667,20,2,8.666667,2926.715,26,8192,3,72,7b12b5be-6dc3-4797-8f11-4ded79956bd7,1749057104.0,1
26,8.666667,20,2,8.666667,11268.454,26,8192,3,72,0e6192e0-3aa8-40b3-be12-80f0b78f0991,1749057104.0,1
11613,1659.0,5840,5,1659.0,41100000.0,11613,229,7,152,2d142c01-9c6c-4e4e-868a-5173288a86d8,1749057104.0,0
30,6.0,6,4,6.0,1282087.9,30,256,5,100,d7af127f-ddcc-4069-9b36-1e4e057309dc,1749057104.0,1
24,6.0,6,3,6.0,3335559.0,24,256,4,80,ca76b874-a9e3-4093-8fb9-1077832f6cb4,1749057104.0,1
11613,1659.0,5840,5,1659.0,32300000.0,11613,229,7,152,f9341e88-bbbb-47ea-b2f0-a07a736f42fd,1749057104.0,0
24,6.0,6,3,6.0,3053821.0,24,256,4,80,5535c809-b5b4-4fe9-94b8-1bc5e9a15d14,1749057104.0,1
56,7.0,20,6,7.0,27900000.0,56,256,8,172,2d0839c6-dbc9-4064-9cf8-70b2cfe33fca,1749057104.0,1
843,52.6875,222,15,52.6875,20700000.0,843,8192,16,332,30ce21d1-b328-4fc5-a4f3-fa3624003e37,1749057104.0,0
4935,133.37837,492,36,133.37837,4410076.0,4935,8192,37,752,a7f2c4d0-2a44-4775-a3ee-01caac4bab43,1749057104.0,0
11607,1934.5,4380,4,1934.5,35100000.0,11607,229,6,132,1d8a37c5-cd3f-410f-8df2-be0b75ad197f,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,a06f47f9-3328-48f0-8759-dd9ffec3bcc3,1749057104.0,0
20,10.0,20,1,10.0,0.0,20,8192,2,52,b5d522d0-6864-45a1-abba-dc4c4f70c9b1,1749057104.0,1
0,0.0,0,0,0.0,299.10617,0,8192,3,92,c18175a9-14b9-4cd6-ba7b-206665f6ba43,1749057104.0,0
26,8.666667,20,2,8.666667,12725.094,26,8192,3,72,50d49e99-ace3-49cf-b3ec-9abd11dc84dc,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,ce7ee39b-ac33-4067-8e01-cc4c6541fcd3,1749057104.0,0
11607,1934.5,8675,4,1934.5,205640.06,11607,8192,6,144,414ed83e-8dd9-4094-b82d-276477ff8199,1749057104.0,0
47,47.0,47,0,47.0,0.0,47,-1,1,32,f0fc5e51-8e60-423d-88b0-7d68fb211de2,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,376d942c-7b50-498f-ada6-0588cc3e8ea9,1749057104.0,0
24,6.0,6,3,6.0,3426209.2,24,256,4,80,dfc7b1ec-e7c9-4722-bc7e-f2c5d7011b48,1749057104.0,1
156,39.0,39,3,39.0,53903.445,156,-1,4,80,53765103-65b9-4735-8b71-c2e32b8befce,1749057104.0,0
56,7.0,20,6,7.0,33700000.0,56,256,8,172,9d29d751-4fc3-4a4b-b18b-4957357105ca,1749057104.0,1
26,8.666667,20,2,8.666667,3489.572,26,8192,3,72,13889047-3d30-4b68-8294-a7c726c2c2f9,1749057104.0,1
26,8.666667,20,2,8.666667,8469.725,26,8192,3,72,6085a836-bc96-402f-8be7-1c767f1104b4,1749057104.0,1
24,6.0,6,3,6.0,1200512.5,24,256,4,80,dd5162ec-b191-4a3a-97a4-90d6d38fe7ba,1749057104.0,1
152,38.0,38,3,38.0,19617.799,152,-1,4,128,43c2976c-1c5d-4554-af0d-1690270b7753,1749057104.0,0
30,6.0,6,4,6.0,800672.44,30,256,5,100,14425da8-7dde-4eec-8715-5cfb24b86c2a,1749057104.0,1
11607,2321.4,11595,3,2321.4,740515.4,11607,8192,5,124,4bd58d70-312f-4bff-b9fc-1c7f41c47a39,1749057104.0,0
11601,1933.5,7300,4,1933.5,95286.97,11601,8192,6,144,6019d4d7-1aa6-46bc-9756-38199b5ae774,1749057104.0,0
56,7.0,20,6,7.0,23600000.0,56,256,8,172,3be824d4-ddd1-4a26-bebe-fddc50903311,1749057104.0,1
42,42.0,42,0,42.0,0.0,42,-1,1,20,48e58785-da31-449d-8cce-b92276442fba,1749057104.0,0
11607,1658.1428,4380,5,1658.1428,39900000.0,11607,229,7,152,70b65844-8125-4594-bc82-8878abe05c95,1749057104.0,0
1439,79.94444,378,17,79.94444,220701.23,1439,8192,18,372,c1957357-021c-4b0b-bbd0-86bd9303b44a,1749057104.0,0
30,6.0,6,4,6.0,6281.6235,30,256,5,100,2caf2a61-4232-4dea-96d3-a8b20960dd51,1749057104.0,1
26,8.666667,20,2,8.666667,383.95898,26,8192,3,72,d78fb34b-6a06-4cc4-9314-d7205f2a77ef,1749057104.0,1
26,8.666667,20,2,8.666667,359.21024,26,8192,3,72,2b31c74d-59d0-4985-a3ee-cb343d835156,1749057104.0,1
26,8.666667,20,2,8.666667,6363.254,26,8192,3,72,24fcb1cd-53ca-4bab-a399-2c002cb49e52,1749057104.0,1
56,7.0,20,6,7.0,26900000.0,56,256,8,172,b24f1009-0163-4d52-9295-433c3ff707e1,1749057104.0,1
518,103.6,518,1,103.6,127537.305,518,29200,5,168,e3c08c27-ef1a-4074-a927-cf3eb1166a03,1749057104.0,0
148,37.0,37,3,37.0,17658.273,148,-1,4,104,0f4f713a-350f-44fe-a383-cdc464401eae,1749057104.0,0
64,32.0,32,1,32.0,0.0,64,-1,2,64,68ccfd08-1f2b-4284-8ec5-80c22e2e9511,1749057104.0,0
562,56.2,195,9,56.2,20133.242,562,8192,10,212,93925306-fa74-4581-b383-59c512ed0838,1749057104.0,0
26,8.666667,20,2,8.666667,285.67114,26,8192,3,72,585c8956-9b2f-414a-8394-acda17f3008e,1749057104.0,1
11607,1658.1428,5840,5,1658.1428,184241.7,11607,8192,7,164,de90ba72-9932-4d36-bcba-f1fe22887be6,1749057104.0,0
12,6.0,6,1,6.0,0.0,12,254,2,40,d88b7b5d-9073-4369-8700-1ee5b3f9abdd,1749057104.0,0
56,7.0,20,6,7.0,25500000.0,56,256,8,172,66bf72a3-ce9f-4fb4-bd87-3d9c50aa5b50,1749057104.0,1
24,6.0,6,3,6.0,3058156.0,24,256,4,80,e3e719cc-b159-4eb2-b343-2ea707ac11a9,1749057104.0,1
30,6.0,6,4,6.0,408155.94,30,256,5,100,725968b2-9723-441e-b354-fb0cd92fc75b,1749057104.0,1
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,648b209f-74be-4573-b162-fbca21489196,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,229,1,20,0a5c79eb-9051-4eee-be72-b97d290b2872,1749057104.0,0
56,7.0,20,6,7.0,31200000.0,56,256,8,172,9ece8f4e-7808-42e6-b427-68baa93d9183,1749057104.0,1
74,37.0,37,1,37.0,0.0,74,-1,2,40,c5a5bb1e-1c9b-472d-bf8e-66d9a7f5d8e8,1749057104.0,0
24,6.0,6,3,6.0,5370392.5,24,256,4,80,7c00f6c3-0975-4d42-a750-e7a321c998a9,1749057104.0,1
638,159.5,632,2,159.5,239012.14,638,8192,4,104,1dd61c7a-5813-4edf-9137-c410b525aeb1,1749057104.0,0
20,10.0,20,1,10.0,0.0,20,8192,2,52,44dacb1d-1e78-4a8a-936b-ed38993d49ea,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,790350f5-dd97-4f94-bdf4-f64cc7f14bcd,1749057104.0,0
26,8.666667,20,2,8.666667,318.90515,26,8192,3,72,a9e71112-2579-4250-86cf-6bb7cf50d05d,1749057104.0,1
56,28.0,28,1,28.0,0.0,56,-1,2,40,24174f9b-0990-40b4-9d96-c830b14be889,1749057104.0,0
90,45.0,45,1,45.0,0.0,90,-1,2,64,e4d93b61-be61-4e61-b804-ca1c37c0b1fc,1749057104.0,0
56,7.0,20,6,7.0,24100000.0,56,256,8,172,9de46431-8f48-4d3f-b78b-d8603f249780,1749057104.0,1
24,6.0,6,3,6.0,6318070.5,24,256,4,80,b4af5487-c7ed-44b8-8dbc-e00f551fc43b,1749057104.0,1
26,8.666667,20,2,8.666667,4877.6226,26,8192,3,72,8ae955f2-e352-47a4-88ef-cb39fbcd9f89,1749057104.0,1
26,8.666667,20,2,8.666667,7070.361,26,8192,3,72,7fce119b-87ac-495c-bfb2-68a23773c463,1749057104.0,1
30,6.0,6,4,6.0,5471176.0,30,256,5,100,d4050718-3bd3-441c-851e-b8b8aa93d03e,1749057104.0,1
26,8.666667,20,2,8.666667,16275.477,26,8192,3,72,c5429eb3-8141-4917-8a6d-5bdc7667e30e,1749057104.0,1
26,8.666667,20,2,8.666667,460.3265,26,8192,3,72,bd16fb97-171e-4c46-85a6-7987c658725c,1749057104.0,1
24,6.0,6,3,6.0,3490861.5,24,256,4,80,c65843b6-81f7-4a59-b555-a6ec41b0d5f6,1749057104.0,1
26,8.666667,20,2,8.666667,16199.816,26,8192,3,72,ce907cff-2efc-416b-bdc0-418f860da0a4,1749057104.0,1
11607,2321.4,11595,3,2321.4,942595.7,11607,8192,5,124,1d258632-3c77-4591-85e1-56e4d348d708,1749057104.0,0
6,6.0,6,0,6.0,0.0,6,946,1,20,26df29b0-5443-4c18-b188-4ee9919f711a,1749057104.0,0
26,8.666667,20,2,8.666667,376.8879,26,8192,3,72,2314c5f3-1c1d-4336-85ea-d0e1fab671e8,1749057104.0,1
1137,103.36364,742,10,103.36364,3447231.5,1137,8192,11,232,7d2cf7a7-6424-4587-a2f6-f5b7fff6bb87,1749057104.0,0
26,8.666667,20,2,8.666667,353.5534,26,8192,3,72,b8a7f04e-ff21-4aab-a3f5-25f34813183e,1749057104.0,1
54,54.0,54,0,54.0,0.0,54,-1,1,20,427e17c8-4d3e-4392-a721-54e734713f35,1749057104.0,0
56,7.0,20,6,7.0,25000000.0,56,256,8,172,5a2be953-057e-4414-bfd6-caab199cebd1,1749057104.0,1
36,6.0,6,5,6.0,2753378.5,36,256,6,120,7ef7afe3-0694-4bdd-b15f-e81256fdc3a1,1749057104.0,1
62,6.888889,20,7,6.888889,26600000.0,62,256,9,192,91b36762-976e-4513-ab75-fced473561fa,1749057104.0,1
26,8.666667,20,2,8.666667,8278.807,26,8192,3,72,6e6698af-392a-47e6-acd5-79d3ca6fb779,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,16399,1,20,bdf43c67-36e1-47a0-bcc3-5f921bdded51,1749057104.0,0
56,7.0,20,6,7.0,24500000.0,56,256,8,172,e2f5a162-80d8-49f7-89dd-97bc35c28918,1749057104.0,1
24,6.0,6,3,6.0,3545133.0,24,256,4,80,0dc89162-31f9-485f-a99b-fcb1161cf8f7,1749057104.0,1
26,8.666667,20,2,8.666667,5347.8486,26,8192,3,72,a35746b9-a583-41fb-b819-51a16b840f3a,1749057104.0,1
43,14.333333,31,2,14.333333,168.29141,43,980,3,60,de865c9f-a1ee-463d-97c6-895f2a5f5a24,1749057104.0,0
56,7.0,20,6,7.0,27300000.0,56,256,8,172,a28a84ba-7deb-4aa0-8c75-cf97db2e777c,1749057104.0,1
24,6.0,6,3,6.0,1675756.6,24,256,4,80,35ce080e-8a17-4baa-b9e7-8711d111a4c6,1749057104.0,1
30,6.0,6,4,6.0,6037188.5,30,256,5,100,56c0ec54-a266-47bc-ac6e-a33ed8e43dfe,1749057104.0,1
30,6.0,6,4,6.0,1037677.75,30,256,5,100,22350f0a-ffd1-460e-95e7-d2a202207d96,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,1636fc96-d5a1-4b19-93c4-8ed6b8dc968a,1749057104.0,0
1814,90.7,431,19,90.7,4743050.5,1814,8192,20,412,c96f66eb-0803-401d-9d62-184a63d9a1e6,1749057104.0,0
72,36.0,36,1,36.0,0.0,72,-1,2,80,f3131e55-4ac3-47e2-a113-7ad5e2bd78d2,1749057104.0,0
26,8.666667,20,2,8.666667,31400.49,26,8192,3,72,e2fd97fd-4c5c-4563-b1a6-022768982f98,1749057104.0,1
0,0.0,0,0,0.0,0.0,0,382,1,32,61c302e1-08df-49b2-8a2c-c5edf341498a,1749057104.0,0
56,7.0,20,6,7.0,33200000.0,56,256,8,172,5530a57e-6cf7-4cd9-b3d4-5b1cb7c3d86b,1749057104.0,1
12,6.0,6,1,6.0,0.0,12,16217,2,40,b4932fd3-01aa-445c-ba6a-3677aba50c74,1749057104.0,0
26,8.666667,20,2,8.666667,330.21887,26,8192,3,72,9b9a1e72-283a-4be4-a384-8363353c05eb,1749057104.0,1
56,7.0,20,6,7.0,24300000.0,56,256,8,172,e7520588-de54-430f-b8fe-70ea651ee0ff,1749057104.0,1
168,42.0,42,3,42.0,19616.63,168,-1,4,128,26a73c5a-a27a-419f-b7cb-3cc4d92487d8,1749057104.0,0
30,6.0,6,4,6.0,4210233.0,30,256,5,100,80171616-b0d5-4ab0-b051-92bee8c39d6f,1749057104.0,1
62,6.888889,20,7,6.888889,25800000.0,62,256,9,192,0a050758-6ee4-478f-bd8a-17e1e57f1ffa,1749057104.0,1
92,46.0,46,1,46.0,0.0,92,-1,2,40,a0aa55be-aea8-425b-8573-702ffca0bbbc,1749057104.0,0
64,32.0,32,1,32.0,0.0,64,-1,2,64,41d5c21a-6f49-4990-8e72-dcfd32bf279d,1749057104.0,0
88,44.0,44,1,44.0,0.0,88,-1,2,64,6b774f80-12f0-496d-af5b-33eaa7e4c026,1749057104.0,0
1375,1375.0,1375,0,1375.0,0.0,1375,229,1,20,78d86b2d-8b88-4c9d-8deb-67ed01482baf,1749057104.0,0
56,7.0,20,6,7.0,33600000.0,56,256,8,172,8edcdefa-709a-48a5-9895-8e2581a97bc9,1749057104.0,1
11607,1934.5,4380,4,1934.5,35800000.0,11607,229,6,132,93145c40-771f-47a4-8c68-8ee9450e29b6,1749057104.0,0
24,6.0,6,3,6.0,6953451.5,24,256,4,80,9212b45e-778e-4945-896d-36f5c8f3c287,1749057104.0,1
12976,1853.7142,4380,5,1853.7142,30000000.0,12976,229,7,152,0df55452-9f4a-426b-92a5-5a3806047cdd,1749057104.0,0
26,8.666667,20,2,8.666667,5025.4077,26,8192,3,72,43f6f2ee-640f-49a3-969b-af48f9c1f3a8,1749057104.0,1
26,8.666667,20,2,8.666667,472.34732,26,8192,3,72,1c9f4305-7e8a-4cf3-b543-7006b9f8ea9e,1749057104.0,1
56,7.0,20,6,7.0,30400000.0,56,256,8,172,17ade823-0155-4727-bf10-98c7c4f17bb4,1749057104.0,1
172,15.636364,79,4,15.636364,58.051796,172,29200,11,368,88f3f6de-b478-4ece-96f8-68859fc48586,1749057104.0,0
0,0.0,0,0,0.0,0.0,0,227,1,32,67b686c8-5221-4e45-b036-0d97cd623101,1749057104.0,0
24,6.0,6,3,6.0,2703149.8,24,256,4,80,f815f813-84f1-4e3a-a658-5427d7ee233d,1749057104.0,1
26,8.666667,20,2,8.666667,322.4407,26,8192,3,72,8a8780ce-14ad-4b63-8bef-f4ee107d124c,1749057104.0,1
6,6.0,6,0,6.0,0.0,6,229,1,20,7a32d180-1cc2-443d-ac61-e3317d188021,1749057104.0,0
20,10.0,20,1,10.0,0.0,20,8192,2,52,58aa3cd5-a8bc-42ca-8c0c-4cd4fdeef6f7,1749057104.0,1
30,6.0,6,4,6.0,1958202.4,30,256,5,100,288d5bc5-b310-47a8-ba16-c31b196b7f38,1749057104.0,1
24,6.0,6,3,6.0,4614075.0,24,256,4,80,0bf81cea-f434-4dfa-bdf7-2e2514a37304,1749057104.0,1
390,48.75,209,7,48.75,1850455.5,390,8192,8,172,aa56f569-ba09-4b89-ba79-13f71bc034a6,1749057104.0,0
96,24.0,24,3,24.0,21426.924,96,-1,4,80,b6e7bc88-40f2-4f64-8488-18e9a18a991f,1749057104.0,0
30,6.0,6,4,6.0,254801.44,30,256,5,100,dbea19cf-52e8-48d6-9ea9-23cded6c83ce,1749057104.0,1
56,7.0,20,6,7.0,2420735.2,56,256,8,172,1cdc18cc-9a85-4020-afb7-3a643414878d,1749057104.0,1
56,7.0,20,6,7.0,28400000.0,56,256,8,172,c1e9d307-cd95-4e78-94de-e4f05b8f85a3,1749057104.0,1
26,8.666667,20,2,8.666667,416.4859,26,8192,3,72,2be8f4b4-f3f4-41b9-8787-bbe4f5a8a9ba,1749057104.0,1
